100000,64,112474049
100000,64,279954
100000,64,286081
100000,64,309864
100000,64,271661
100000,64,234449
1000000,64,967763
1000000,64,898152
1000000,64,867496
1000000,64,1121644
1000000,64,1348877
1000000,64,981579
10000000,64,10110005
10000000,64,7096063
10000000,64,7553216
10000000,64,7116439
10000000,64,7374734
10000000,64,7206872
100000000,64,62537180
100000000,64,62016186
100000000,64,63188117
100000000,64,62848895
100000000,64,62075496
100000000,64,62347500
100000,128,2699575
100000,128,389598
100000,128,286500
100000,128,296498
100000,128,268654
100000,128,403553
1000000,128,903730
1000000,128,1331108
1000000,128,957297
1000000,128,971507
1000000,128,902171
1000000,128,894051
10000000,128,9962090
10000000,128,7311810
10000000,128,10105865
10000000,128,10159048
10000000,128,10108124
10000000,128,7334936
100000000,128,61513239
100000000,128,65364049
100000000,128,63310396
100000000,128,68908012
100000000,128,63447707
100000000,128,61964315
100000,256,1430907
100000,256,354910
100000,256,342217
100000,256,331452
100000,256,304597
100000,256,294203
1000000,256,1600058
1000000,256,1457276
1000000,256,1051003
1000000,256,927182
1000000,256,930777
1000000,256,902577
10000000,256,7611680
10000000,256,7445969
10000000,256,7475937
10000000,256,9691776
10000000,256,9451838
10000000,256,7358877
100000000,256,63900353
100000000,256,66563881
100000000,256,72832108
100000000,256,62603193
100000000,256,69233198
100000000,256,65362048
100000,512,522188
100000,512,383795
100000,512,393949
100000,512,606207
100000,512,409266
100000,512,629646
1000000,512,1138937
1000000,512,1067770
1000000,512,1141390
1000000,512,1067693
1000000,512,1075044
1000000,512,1438425
10000000,512,7500265
10000000,512,7489254
10000000,512,7455979
10000000,512,7525288
10000000,512,7579473
10000000,512,7516384
100000000,512,67011936
100000000,512,65358443
100000000,512,62564632
100000000,512,68669992
100000000,512,62600728
100000000,512,70003921
100000,1024,513892
100000,1024,605872
100000,1024,727622
100000,1024,461814
100000,1024,501936
100000,1024,471132
1000000,1024,1419804
1000000,1024,1172765
1000000,1024,1778579
1000000,1024,1341438
1000000,1024,1915837
1000000,1024,1320096
10000000,1024,9582621
10000000,1024,7744924
10000000,1024,7647134
10000000,1024,7615595
10000000,1024,7692468
10000000,1024,7661766
100000000,1024,64085412
100000000,1024,65383496
100000000,1024,75599749
100000000,1024,65593526
100000000,1024,70771233
100000000,1024,64898741
